,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
9904,B000027170,마곡하늬중학교,중학교,2020-03-01,공립,본교,운영,서울특별시 강서구 마곡동 749,서울특별시 강서구 마곡서1로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.55812766,126.82098478,2021-09-15,7001220,한국교원대학교
9913,B000002415,대광초등학교,초등학교,1966-05-25,사립,본교,운영,서울특별시 성북구 보문동7가 111,서울특별시 성북구 안암로 5,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.579151037,127.02344586,2021-09-15,7001220,한국교원대학교
9919,B000008415,마장중학교,중학교,2005-04-05,공립,본교,운영,서울특별시 성동구 마장동 766-49,서울특별시 성동구 마장로35나길 31,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.568309494,127.04212799,2021-09-15,7001220,한국교원대학교
9926,B000012085,정신여자고등학교,고등학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-09-30,37.5094538398,127.0738473291,2022-03-24,C738100,청주대학교 지방교육재정연구원
9929,B000001902,서울은명초등학교,초등학교,2008-10-26,공립,본교,운영,서울특별시 은평구 응암동 114-12,서울특별시 은평구 은평로4길 21-9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.59769681,126.91827575,2021-09-15,7001220,한국교원대학교
9930,B000011792,이화여자외국어고등학교,고등학교,1991-09-11,사립,본교,운영,서울특별시 중구 순화동 1-1,서울특별시 중구 통일로4길 30,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.565577323,126.96964166,2021-09-15,7001220,한국교원대학교
9942,B000008392,숭의여자중학교,중학교,1903-10-31,사립,본교,운영,서울특별시 동작구 대방동 20-114,서울특별시 동작구 여의대방로36길 79,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.507364139,126.92924328,2021-09-15,7001220,한국교원대학교
9943,B000001974,서울오정초등학교,초등학교,1986-04-29,공립,본교,운영,서울특별시 구로구 오류동 108-28,서울특별시 구로구 경인로2길 10,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.490165665,126.82643919,2021-09-15,7001220,한국교원대학교
9958,B000002218,서울신정초등학교,초등학교,1949-10-01,공립,본교,운영,서울특별시 강서구 화곡동 869-42,서울특별시 강서구 곰달래로31가길 27,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.532071709,126.85235786,2021-09-15,7001220,한국교원대학교
9961,B000011922,덕성여자고등학교,고등학교,1945-10-10,사립,본교,운영,서울특별시 종로구 안국동 37-1,서울특별시 종로구 율곡로3길 50,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.577760815,126.98355814,2021-09-15,7001220,한국교원대학교
9968,B000012001,신서고등학교,고등학교,2006-05-25,공립,본교,운영,서울특별시 양천구 신정동 984-1,서울특별시 양천구 은행정로 42,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.523914319,126.86020958,2021-09-15,7001220,한국교원대학교
9978,B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-09-30,37.5382173279,126.8231052242,2022-03-24,C738100,청주대학교 지방교육재정연구원
9979,B000002329,서울조원초등학교,초등학교,2005-03-01,공립,본교,운영,서울특별시 관악구 신림동 548-2,서울특별시 관악구 조원로 67,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-07-05,37.48417783,126.909581,2021-09-15,7001220,한국교원대학교
9996,B000002431,영훈초등학교,초등학교,1965-09-25,사립,본교,운영,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.614681875,127.02809332,2021-09-15,7001220,한국교원대학교
10002,B000008288,신명중학교,중학교,1993-10-09,공립,본교,운영,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 25,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.541814487,127.14929188,2021-09-15,7001220,한국교원대학교
10038,B000008345,방배중학교,중학교,1981-04-30,공립,본교,운영,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.494868266,126.99782702,2021-09-15,7001220,한국교원대학교
10055,B000008187,양화중학교,중학교,1980-12-27,공립,본교,운영,서울특별시 영등포구 문래동3가 48,서울특별시 영등포구 당산로 56,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.519659598,126.89599452,2021-09-15,7001220,한국교원대학교
10056,B000012048,서울문영여자고등학교,고등학교,1991-11-07,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-09-30,37.4729045674,126.9509180627,2022-03-24,C738100,청주대학교 지방교육재정연구원
10058,B000002229,서울발산초등학교,초등학교,1979-10-18,공립,본교,운영,서울특별시 강서구 내발산동 408,서울특별시 강서구 강서로45길 113,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.550262436,126.83099438,2021-09-15,7001220,한국교원대학교
10062,B000008303,신서중학교,중학교,1983-05-06,공립,본교,운영,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.515966443,126.85501643,2021-09-15,7001220,한국교원대학교
10066,B000011323,서울아이티고등학교,고등학교,1992-10-30,사립,본교,운영,서울특별시 노원구 중계동 504,서울특별시 노원구 섬밭로 299,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.642418443,127.06244927,2021-09-15,7001220,한국교원대학교
10076,B000001923,서울안산초등학교,초등학교,1937-11-30,공립,본교,운영,서울특별시 서대문구 홍제동 44,서울특별시 서대문구 통일로 321,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.57916901,126.95220973,2021-09-15,7001220,한국교원대학교
10078,B000012071,서울세종고등학교,고등학교,1958-12-28,사립,본교,운영,서울특별시 강남구 수서동 711,서울특별시 강남구 광평로51길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.490389347,127.10279681,2021-09-15,7001220,한국교원대학교
10091,B000011341,영등포공업고등학교,고등학교,1953-04-09,사립,본교,운영,서울특별시 강서구 가양동 1468,서울특별시 강서구 허준로5길 15,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.569835616,126.85002827,2021-09-15,7001220,한국교원대학교
10093,B000008155,광성중학교,중학교,1894-04-06,사립,본교,운영,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.548697555,126.93596958,2021-09-15,7001220,한국교원대학교
10106,B000001900,서울상신초등학교,초등학교,1982-11-11,공립,본교,운영,서울특별시 은평구 신사동 238-2,서울특별시 은평구 가좌로 361,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.597553718,126.90460489,2021-09-15,7001220,한국교원대학교
10107,B000008239,창덕여자중학교,중학교,1945-04-22,공립,본교,운영,서울특별시 중구 정동 27-3,서울특별시 중구 정동길 22,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.566432797,126.96921018,2021-09-15,7001220,한국교원대학교
10128,B000008106,태릉중학교,중학교,1976-03-18,공립,본교,운영,서울특별시 중랑구 묵동 121-278,서울특별시 중랑구 공릉로2길 60-25,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.612531913,127.08343555,2021-09-15,7001220,한국교원대학교
10131,B000008413,경수중학교,중학교,1981-05-04,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.539509037,127.0592712,2021-09-15,7001220,한국교원대학교
10133,B000011920,배화여자고등학교,고등학교,1898-10-02,사립,본교,운영,서울특별시 종로구 누하동 149,서울특별시 종로구 필운대로1길 34,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.57954401,126.96729187,2021-09-15,7001220,한국교원대학교
10144,B000002130,서울문현초등학교,초등학교,2007-12-06,공립,본교,운영,서울특별시 송파구 장지동 836,서울특별시 송파구 충민로 137,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.482790915,127.1302223,2021-09-15,7001220,한국교원대학교
10149,B000008226,염광중학교,중학교,1966-10-02,사립,본교,운영,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.6302165,127.04926455,2021-09-15,7001220,한국교원대학교
10150,B000002038,동북초등학교,초등학교,1964-09-15,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.656348677,127.02687659,2021-09-15,7001220,한국교원대학교
10162,B000002379,서울양남초등학교,초등학교,1984-05-16,공립,본교,운영,서울특별시 광진구 자양동 692,서울특별시 광진구 뚝섬로64길 71,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.531123236,127.08923433,2021-09-15,7001220,한국교원대학교
10164,B000001926,경기초등학교,초등학교,1964-12-03,사립,본교,운영,서울특별시 서대문구 충정로2가 70-2,서울특별시 서대문구 경기대로9길 10,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.565110291,126.96286065,2021-09-15,7001220,한국교원대학교
10169,B000002429,서울우이초등학교,초등학교,1949-10-02,공립,본교,운영,서울특별시 강북구 수유동 409-6,서울특별시 강북구 삼양로99길 36,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.638654682,127.0148822,2021-09-15,7001220,한국교원대학교
10170,B000001959,서울온수초등학교,초등학교,1984-09-19,공립,본교,운영,서울특별시 구로구 온수동 9-34,서울특별시 구로구 부일로 893,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.494005058,126.82596668,2021-09-15,7001220,한국교원대학교
10172,B000008147,창천중학교,중학교,2009-03-01,공립,본교,운영,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.55498958,126.93929515,2021-09-15,7001220,한국교원대학교
10179,B000022766,마곡중학교,중학교,2015-03-02,공립,본교,운영,서울특별시 강서구 마곡동 731-73,서울특별시 강서구 마곡중앙5로 58,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.56790712,126.82140093,2021-09-15,7001220,한국교원대학교
10183,B000002366,한양초등학교,초등학교,1966-05-15,사립,본교,운영,서울특별시 성동구 사근동 110,서울특별시 성동구 살곶이길 208,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.557621034,127.05026344,2021-09-15,7001220,한국교원대학교
10217,B000002206,서울양강초등학교,초등학교,1987-04-23,공립,본교,운영,서울특별시 양천구 신월동 496,서울특별시 양천구 오목로 101,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.524234488,126.84785154,2021-09-15,7001220,한국교원대학교
10218,B000012030,동일여자고등학교,고등학교,1968-09-10,사립,본교,운영,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.451936256,126.91581992,2021-09-15,7001220,한국교원대학교
10220,B000001846,서울안평초등학교,초등학교,1990-10-10,공립,본교,운영,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.565968214,127.07203342,2021-09-15,7001220,한국교원대학교
10226,B000008310,양강중학교,중학교,1987-05-07,공립,본교,운영,서울특별시 양천구 신월동 499-2,서울특별시 양천구 중앙로 319,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.524910162,126.849688,2021-09-15,7001220,한국교원대학교
10230,B000013454,청량고등학교,고등학교,1982-04-02,공립,본교,운영,서울특별시 동대문구 청량리동 7,서울특별시 동대문구 왕산로 303,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.588886005,127.05131095,2021-09-15,7001220,한국교원대학교
10231,B000002056,서울계상초등학교,초등학교,1983-11-16,공립,본교,운영,서울특별시 노원구 상계동 447-1,서울특별시 노원구 한글비석로41가길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.662197768,127.06867774,2021-09-15,7001220,한국교원대학교
10243,B000012070,진선여자고등학교,고등학교,1976-12-28,사립,본교,운영,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.502302892,127.04828657,2021-09-15,7001220,한국교원대학교
10245,B000001861,서울동원초등학교,초등학교,1991-05-04,공립,본교,운영,서울특별시 중랑구 망우동 216,서울특별시 중랑구 송림길 114,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.604578244,127.10449131,2021-09-15,7001220,한국교원대학교
10252,B000002106,숭의초등학교,초등학교,1966-02-25,사립,본교,운영,서울특별시 중구 예장동 8-3,서울특별시 중구 소파로2길 10,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.557853075,126.98748161,2021-09-15,7001220,한국교원대학교
10260,B000002198,서울갈산초등학교,초등학교,1987-11-26,공립,본교,운영,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-09-30,37.5123715649,126.8702298753,2022-03-24,C738100,청주대학교 지방교육재정연구원
10271,B000008182,당산서중학교,중학교,1982-12-09,공립,본교,운영,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.532483943,126.8988251,2021-09-15,7001220,한국교원대학교
10274,B000008257,서울체육중학교,중학교,2004-03-01,공립,본교,운영,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.522330382,127.12982255,2021-09-15,7001220,한국교원대학교
10278,B000002037,서울신화초등학교,초등학교,1984-10-30,공립,본교,운영,서울특별시 도봉구 창동 504-33,서울특별시 도봉구 우이천로 120,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.633195043,127.04088417,2021-09-15,7001220,한국교원대학교
10285,B000002112,서울이태원초등학교,초등학교,1943-05-01,공립,본교,운영,서울특별시 용산구 이태원동 406,서울특별시 용산구 녹사평대로40길 19,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.536477707,126.98767266,2021-09-15,7001220,한국교원대학교
10286,B000008282,강명중학교,중학교,2012-05-06,공립,본교,운영,서울특별시 강동구 강일동 737,서울특별시 강동구 상일로12길 56,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.555593435,127.17489668,2021-09-15,7001220,한국교원대학교
10288,B000008115,증산중학교,중학교,1986-04-17,공립,본교,운영,서울특별시 은평구 증산동 산24-4,서울특별시 은평구 증산로5길 27-30,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.583815393,126.90493988,2021-09-15,7001220,한국교원대학교
10306,B000011931,신광여자고등학교,고등학교,1953-06-08,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.542899879,126.96944752,2021-09-15,7001220,한국교원대학교
10308,B000012015,명덕고등학교,고등학교,1984-10-15,사립,본교,운영,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.55390749,126.83429145,2021-09-15,7001220,한국교원대학교
10311,B000013451,경일고등학교,고등학교,2004-05-06,공립,본교,운영,서울특별시 성동구 성수동1가 22-27,서울특별시 성동구 성수일로 27,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.543829818,127.04786829,2021-09-15,7001220,한국교원대학교
10329,B000008197,신도봉중학교,중학교,1968-10-01,공립,본교,운영,서울특별시 도봉구 쌍문동 94-1,서울특별시 도봉구 도봉로115길 16,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.649594729,127.0332017,2021-09-15,7001220,한국교원대학교
10332,B000012021,한서고등학교,고등학교,1985-03-11,사립,본교,운영,서울특별시 강서구 방화동 478-34,서울특별시 강서구 양천로11길 47,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.574792704,126.80814394,2021-09-15,7001220,한국교원대학교
10348,B000001955,서울고원초등학교,초등학교,2004-05-01,공립,본교,운영,서울특별시 구로구 고척동 66-26,서울특별시 구로구 경인로46길 13,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.49761122,126.86579927,2021-09-15,7001220,한국교원대학교
10351,B000001886,서울갈현초등학교,초등학교,1967-03-13,공립,본교,운영,서울특별시 은평구 갈현동 451-15,서울특별시 은평구 연서로29길 31,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.619779636,126.91668344,2021-09-15,7001220,한국교원대학교
10357,B000011326,예일디자인고등학교,고등학교,1993-09-26,사립,본교,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.610945898,126.91479284,2021-09-15,7001220,한국교원대학교
10358,B000008162,오남중학교,중학교,1988-02-02,공립,본교,운영,서울특별시 구로구 오류동 산39-40,서울특별시 구로구 오리로9길 25,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.487059692,126.83724897,2021-09-15,7001220,한국교원대학교
10363,B000002306,서울강남초등학교,초등학교,1945-11-02,공립,본교,운영,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2021-09-30,37.50619275,126.9533591417,2022-03-24,C738100,청주대학교 지방교육재정연구원
10368,B000012089,둔촌고등학교,고등학교,1997-04-12,공립,본교,운영,서울특별시 강동구 둔촌동 79-3,서울특별시 강동구 명일로 140,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.531432584,127.14380871,2021-09-15,7001220,한국교원대학교
10388,B000012011,세현고등학교,고등학교,2006-05-06,공립,본교,운영,서울특별시 강서구 가양동 1491,서울특별시 강서구 허준로 227,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.560430662,126.86362113,2021-09-15,7001220,한국교원대학교
10390,B000008240,금호여자중학교,중학교,1968-08-06,공립,본교,운영,서울특별시 중구 신당동 36-235,서울특별시 중구 청구로 6,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.558038201,127.02046121,2021-09-15,7001220,한국교원대학교
10391,B000001896,서울연광초등학교,초등학교,2004-03-01,공립,본교,운영,서울특별시 은평구 불광동 400-6,서울특별시 은평구 연서로35길 37,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.62364876,126.92390901,2021-09-15,7001220,한국교원대학교
10397,B000012022,한광고등학교,고등학교,1987-01-19,사립,본교,운영,서울특별시 강서구 화곡동 488-2,서울특별시 강서구 등촌로13길 110,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.538843713,126.857922,2021-09-15,7001220,한국교원대학교
10412,B000002403,서울석관초등학교,초등학교,1971-12-03,공립,본교,운영,서울특별시 성북구 석관동 205,서울특별시 성북구 돌곶이로22길 21,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.611022056,127.05835526,2021-09-15,7001220,한국교원대학교
10419,B000011934,성수고등학교,고등학교,2009-03-01,공립,본교,운영,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.547341814,127.03825343,2021-09-15,7001220,한국교원대학교
10430,B000002173,서울명원초등학교,초등학교,1987-04-22,공립,본교,운영,서울특별시 강동구 명일동 39,서울특별시 강동구 명일로 364,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.55128785,127.15050016,2021-09-15,7001220,한국교원대학교
10478,B000002165,서울고덕초등학교,초등학교,1984-05-11,공립,본교,운영,서울특별시 강동구 고덕동 158,서울특별시 강동구 아리수로82길 42,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.561293614,127.16607988,2021-09-15,7001220,한국교원대학교
10485,B000008290,성내중학교,중학교,1985-04-06,공립,본교,운영,서울특별시 강동구 성내동 530,서울특별시 강동구 성안로7길 36,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.529061907,127.12911729,2021-09-15,7001220,한국교원대학교
10502,B000025890,대일관광고등학교,고등학교,1980-09-26,사립,본교,운영,서울특별시 양천구 신정동 1318-3,서울특별시 양천구 신정이펜1로 11,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.511413768,126.83490671,2021-09-15,7001220,한국교원대학교
10512,B000008425,신양중학교,중학교,1984-05-09,공립,본교,운영,서울특별시 광진구 자양동 57-8,서울특별시 광진구 자양강변길 73,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.533652268,127.0634311,2021-09-15,7001220,한국교원대학교
10515,B000002039,한신초등학교,초등학교,1969-06-05,사립,본교,운영,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.65335584,127.03242726,2021-09-15,7001220,한국교원대학교
10516,B000002033,서울창동초등학교,초등학교,1930-04-01,공립,본교,운영,서울특별시 도봉구 창동 266,서울특별시 도봉구 해등로16길 81,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.655363041,127.04483289,2021-09-15,7001220,한국교원대학교
10524,B000008104,용마중학교,중학교,2000-03-01,공립,본교,운영,서울특별시 중랑구 면목동 378-2,서울특별시 중랑구 면목로28길 18,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2021-07-05,37.574507402,127.08626867,2021-09-15,7001220,한국교원대학교
10532,B000002301,서울일원초등학교,초등학교,1984-10-10,공립,본교,운영,서울특별시 강남구 일원동 691,서울특별시 강남구 영동대로4길 20,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.489788079,127.0763669,2021-09-15,7001220,한국교원대학교
10559,B000008132,연희중학교,중학교,1972-05-06,공립,본교,운영,서울특별시 서대문구 남가좌동 368-1,서울특별시 서대문구 증가로 170,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.579587282,126.91879184,2021-09-15,7001220,한국교원대학교
10564,B000002201,서울정목초등학교,초등학교,1981-09-21,공립,본교,운영,서울특별시 양천구 목동 757-2,서울특별시 양천구 목동중앙로3길 30-10,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.536528846,126.87004908,2021-09-15,7001220,한국교원대학교
10580,B000011967,상계고등학교,고등학교,1988-04-28,공립,본교,운영,서울특별시 노원구 상계동 738,서울특별시 노원구 노해로 432,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.652724684,127.05545343,2021-09-15,7001220,한국교원대학교
10597,B000002352,서울금호초등학교,초등학교,1958-04-01,공립,본교,운영,서울특별시 성동구 금호동2가 511,서울특별시 성동구 무수막길 69,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.551897941,127.02075286,2021-09-15,7001220,한국교원대학교
10599,B000002389,서울돈암초등학교,초등학교,1944-09-30,공립,본교,운영,서울특별시 성북구 동소문동6가 27-1,서울특별시 성북구 동소문로13길 38,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.59371444,127.01310358,2021-09-15,7001220,한국교원대학교
10600,B000011979,대진여자고등학교,고등학교,1988-02-12,사립,본교,운영,서울특별시 노원구 중계동 514-2,서울특별시 노원구 공릉로 438,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.64617362,127.06719659,2021-09-15,7001220,한국교원대학교
10604,B000025623,신길중학교,중학교,2021-03-01,공립,본교,운영,서울특별시 영등포구 신길동 4948,"서울특별시 영등포구 신길로28길 43 (신길동, 신길중학교)",7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.50201923,126.9156513,2021-09-15,7001220,한국교원대학교
10610,B000002351,서울금북초등학교,초등학교,1968-11-26,공립,본교,운영,서울특별시 성동구 금호동1가 48-2,서울특별시 성동구 행당로1길 13,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.557495495,127.0235067,2021-09-15,7001220,한국교원대학교
10617,B000025385,강빛중학교,중학교,2021-03-01,공립,본교,운영,서울특별시 강동구 강일동 121-3,"서울특별시 강동구 아리수로93다길 1 (강일동, 강빛초중통합학교)",7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.57457281,127.172071,2021-09-15,7001220,한국교원대학교
10632,B000002246,서울등서초등학교,초등학교,1984-11-02,공립,본교,운영,서울특별시 강서구 화곡동 산212,서울특별시 강서구 화곡로58길 86,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.551884392,126.85503809,2021-09-15,7001220,한국교원대학교
