name,latitude,longitude,address,review,savecount,visitorreviewscore,flow_pop
목동커피,37.5269035,126.8635902,서울 양천구 신정중앙로23길 6,185,200,4.41,2602
메가커피 목동우성점,37.5084537,126.8646636,서울 양천구 목동남로4길 2 1층,723,~100,4.47,4410
프롬하츠커피 목동사거리점,37.5304145,126.8642457,서울 양천구 등촌로 6,424,~100,4.55,4172
매머드익스프레스 목2동점,37.5468028,126.8715408,서울 양천구 목동중앙북로 73,563,~100,4.67,1816
메가커피 신곡시장점,37.5188931,126.8426246,서울 양천구 신월로 175 1층,"1,817",~100,4.35,3131
스타벅스 목동10단지점,37.5154256,126.859603,서울 양천구 목동서로 401,"1,137",100,4.59,7022
알레비앙,37.5212903,126.8382414,서울 양천구 오목로 1 1층,214,300,4.47,1823
엘리제이,37.5245553,126.8604591,서울 양천구 목동로19길 35 1층,17,400,4.79,3075
던킨 신정뉴타운,37.5213406,126.8530189,"서울 양천구 신월로 289 (신정동) 서울 양천구 신월로 289, 102호(신정동,퀸즈포디엄)","1,256",~100,4.43,1181
하르딘 리코,37.5224367,126.8742767,서울 양천구 신목로 85 1층,653,500,4.39,9810
할리스 목동삼성쉐르빌점,37.5224941,126.8701078,서울 양천구 목동동로 189 1층 101호~103호,107,~100,,5187
카페몽뜨로얄,37.5212321,126.8750268,서울 양천구 신목로6길 29,104,300,,5260
드럭스,37.5194225,126.8554164,서울 양천구 중앙로36길 12-1 1층,147,400,4.51,2612
오르리단팥빵 이스타빌점,37.5164274,126.8621088,서울 양천구 목동서로 377 이스타빌101호,796,100,4.54,7634
모리셔스브라운 목동점,37.5104074,126.8689976,서울 양천구 목동남로4길 80,112,100,4.26,935
이디야커피 목동아델리체점,37.5180188,126.8526622,서울 양천구 중앙로43길 14 A상가동 104호,180,~100,4.54,1274
바그다드카페 목동,37.5149818,126.8608548,서울 양천구 목동동로 53,237,100,4.55,7022
디닷커피,37.5479289,126.8655617,서울 양천구 목동중앙북로8길 14-14 1층,233,800,4.65,2319
컴포즈커피 오목교중앙점,37.5227553,126.8770871,서울 양천구 목동동로12길 45,569,~100,4.42,9810
이디야커피 목3동점,37.5479221,126.8666874,서울 양천구 목동중앙북로 38 롯데캐슬위너아파트,496,~100,4.38,2103
뚜레쥬르 신월동점,37.5174673,126.8465061,서울 양천구 남부순환로83길 48,"1,439",~100,4.27,1607
카페 무수,37.522376,126.8544366,서울 양천구 중앙로46길 21 1층,37,300,4.9,7511
와플반트 목동서로점,37.531875,126.8760003,서울 양천구 목동서로 133-4 스카이포레 105호,285,100,4.22,424
달미케이크,37.5232696,126.862219,서울 양천구 목동로11길 26,102,800,4.78,4244
커피인동 등촌역점,37.5497315,126.8640275,서울 양천구 목동중앙북로7가길 61 목동 RICH SQUARE,456,~100,4.48,2319
페이버,37.5251644,126.860197,서울 양천구 오목로42길 2 1층,31,~100,,2527
지공스터디카페 신정점,37.5124182,126.8324624,"서울 양천구 신정이펜2로 14 203호, 204호",41,~100,4.69,3589
스마일빈,37.51966,126.8573312,서울 양천구 중앙로36길 30 1층 카페 스마일빈,340,100,4.75,7633
해밍데이,37.5228021,126.8773149,서울 양천구 신목로2길 58 2층,59,200,,498
블럼크,37.5469072,126.864178,서울 양천구 목동중앙북로4길 37 101호,12,100,5.0,2725
더벤티 목동하이스트점,37.5250078,126.8694221,서울 양천구 목동서로 250 1층 우측점포 일부(목동),407,~100,4.39,6507
스타벅스 목동오목로점,37.5257781,126.8684702,서울 양천구 오목로 279,"2,224",100,4.46,6507
공간,37.5336777,126.8666773,"서울 양천구 목동중앙서로9길 30 101호, 102호",5,~100,,2789
메가커피 목동시장점,37.5393668,126.8655519,서울 양천구 목동중앙남로11길 8 1층,"1,167",~100,4.5,1352
요거프레소 목동1단지점,37.5375581,126.8817361,서울 양천구 목동서로 37,129,~100,4.45,3915
이디야커피 오목교대학학원점,37.525046,126.873157,서울 양천구 오목로 319,949,100,4.3,498
파스쿠찌 목동하이페리온2점,37.5248396,126.8698342,서울 양천구 오목로 300,745,~100,4.31,9810
팔공티 목동점,37.5177488,126.8708011,서울 양천구 목동동로8길 11,771,~100,4.52,3477
빽다방 목동역점,37.5260796,126.8630555,서울 양천구 오목로 231,493,~100,4.48,2685
몰랑케이크,37.5232317,126.8551536,서울 양천구 오목로32길 19 1층,64,~100,5.0,2066
에그브레소,37.5367884,126.8639863,서울 양천구 목동중앙남로5길 51 1층 에그브레소,66,~100,,1624
진심커피 오목교점,37.5212255,126.8737777,서울 양천구 신목로 72 1층 102호,157,~100,,5260
메가커피 목동파라곤점,37.5289395,126.8751282,서울 양천구 목동서로 155 1층 110호,"2,388",~100,4.32,5241
유캔두잇 신월점,37.5407917,126.8333954,서울 양천구 화곡로13길 19,157,~100,,1422
와플대학 양천구청캠퍼스,37.5155786,126.8621824,서울 양천구 목동동로 65,580,~100,4.51,7634
투썸플레이스 신정네거리점,37.5196298,126.8528627,서울 양천구 중앙로 261 1층,537,~100,,1573
아마스빈 목동파리공원점,37.5360052,126.8781449,서울 양천구 목동서로 77 현대월드타워,455,~100,4.45,2877
1980벽돌집,37.5182669,126.8735305,"서울 양천구 신목로5길 4 1층, 2층",167,200,,6862
지극정성마카롱,37.5247436,126.8758281,"서울 양천구 오목로 345 지하1층, B111호,",137,400,4.64,498
지소현로스터스커피 본점,37.5200501,126.8604213,서울 양천구 중앙로32길 61 현대프라자 1층,183,~100,4.53,6249
메가커피 신정네거리역점,37.5199617,126.8527172,서울 양천구 중앙로 265,"1,492",~100,4.39,1573
오드리토스트커피,37.5142463,126.8747923,서울 양천구 목동동로 130 목동신시가지아파트14단지 C동 117-1호 오드리,72,~100,4.9,3306
와플대학 목동파리공원캠퍼스,37.5361185,126.8787357,서울 양천구 목동서로 65 가든스위트b동 109호,324,~100,4.28,5674
테오,37.5206402,126.8590171,서울 양천구 은행정로3길 9-2,42,200,4.41,2609
카페담소,37.5150318,126.8609339,서울 양천구 목동동로 53 제상가동 1층 135호,77,~100,4.48,7022
데이지혜,37.5239021,126.8736997,서울 양천구 오목로54길 7-6 1F,4,~100,,498
쥬씨 차얌 신월이마트점,37.5391794,126.8268509,서울 양천구 화곡로4길 2,631,~100,4.49,1718
기기커피 목동점,37.5281127,126.8637974,서울 양천구 목동로 221 1층,465,~100,4.34,3190
그릭잇,37.522822,126.87042,서울 양천구 목동동로 189 1층 127호,2,~100,,5818
파리바게뜨 신목동역점,37.5426378,126.8815436,서울 양천구 목동서로2길 22 1층,"1,270",~100,4.3,2240
커피쥬,37.5223548,126.8441016,서울 양천구 오목로 58,390,~100,4.68,1740
이디야신정교점,37.5188478,126.8736724,서울 양천구 신목로 36 대보빌딩,354,~100,4.17,3572
파리바게뜨 양천푸른점,37.5125279,126.8380359,서울 양천구 신정로7길 60-5 (신정동) 1284-2번지,986,~100,4.26,1605
마인츠돔 목동점,37.5247936,126.8698153,서울 양천구 오목로 300 목동 현대 하이페리온2,443,100,4.18,9810
빵장수단팥빵 목동점,37.5165911,126.8715584,서울 양천구 목동동로8길 25 1층 101호 빵장수단팥빵 목동점,232,100,4.46,4613
파리바게뜨 신월곰달래점,37.5299247,126.8382115,서울 양천구 곰달래로 48 1층,"1,655",~100,4.34,1182
금성식빵,37.5371654,126.8718706,서울 양천구 목동중앙로 89,148,~100,,339
디저트39 신정점,37.5217386,126.8599004,서울 양천구 신월로 350,257,~100,,14771
카페 블레싱,37.5130062,126.8328437,서울 양천구 신정이펜2로 24 1층 101호,95,~100,4.49,3589
뚜레쥬르 남부법원점,37.5216352,126.8593839,서울 양천구 신월로 344 1층,976,~100,4.23,1675
컴포즈커피 양천구청점,37.5158479,126.8627353,서울 양천구 목동동로 73,967,~100,4.7,7634
이층집 목동점,37.5371817,126.8641378,서울 양천구 목동중앙남로3가길 33,7,~100,,2469
언니의 식빵가게,37.5213714,126.8694505,서울 양천구 목동서로 291,413,100,4.46,4888
빈스클로우즈앤컬쳐,37.5239396,126.8558217,서울 양천구 중앙로48길 40,32,500,5.0,7879
루이제빵소,37.5416843,126.8314239,서울 양천구 월정로50길 12 1층,60,~100,4.9,1809
이디야커피 목동신트리점,37.5133145,126.8558237,서울 양천구 신정로 312,371,~100,4.41,6374
세상의 모든아침,37.5222482,126.9198605,"서울 영등포구 여의대로 24 전경련회관 50층, 51층","2,803","45,000",4.26,926
코끼리베이글,37.52921,126.8936312,서울 영등포구 선유로 176 코끼리베이글,"4,281","49,000",4.41,2208
카페레이어드 더현대서울점,37.5259168,126.9283122,서울 영등포구 여의대로 108,833,"7,000",4.41,5271
카페노티드 여의도IFC점,37.5245995,126.9253589,서울 영등포구 국제금융로 10 L2층 234호,"4,241","3,000",,5271
러스트 베이커리,37.5131931,126.8937186,서울 영등포구 경인로79길 15,"4,241","39,000",4.42,10728
블루보틀 여의도 카페,37.5259173,126.9283122,서울 영등포구 여의대로 108 더현대서울점 5층,"7,286","2,000",4.43,5271
카멜커피 더현대 서울,37.5259168,126.9283122,서울 영등포구 여의대로 108 지하 1층,817,"4,000",4.13,5271
베르데 문래,37.5138104,126.8936522,서울 영등포구 도림로139가길 5 1층,178,"2,000",,10728
카페솔트,37.5133713,126.8942292,서울 영등포구 도림로133길 12,374,"13,000",4.46,10728
쉐프조  문래본점,37.5192764,126.8927188,서울 영등포구 문래로 98 한영빌딩,"2,753","11,000",4.41,1937
커피 리브레 타임스퀘어점,37.5168744,126.9044286,서울 영등포구 영중로 15 타임스퀘어 112호 커피 리브레,"4,948","4,000",4.41,1040
카페버킷리스트,37.5246776,126.8959472,서울 영등포구 당산로 109-2 1층,47,500,,7487
모닝캄 커피랩,37.5286819,126.8973547,서울 영등포구 당산로35길 1 1층 모닝캄커피랩,334,"9,000",,2257
이스트우드 도림점,37.5066662,126.8996556,서울 영등포구 도신로17길 6,554,"9,000",4.53,2327
브로트아트,37.5224582,126.9311482,서울 영등포구 국제금융로7길 3 수정상가 1층,896,"16,000",4.37,2116
노버든,37.5268495,126.8938137,서울 영등포구 당산로31길 25 2층 201호,507,"13,000",4.57,6185
폰트 문래점,37.5122464,126.8925722,서울 영등포구 경인로77가길 6 1층,735,"18,000",,2067
카페팜스프링스,37.5099782,126.9172851,서울 영등포구 도신로60길 22-3 카페팜스프링스,"1,872","3,000",4.9,2004
맨홀커피,37.5292017,126.9039314,서울 영등포구 영신로 247 B동상가 지하 1층,279,"22,000",4.71,1733
10G,37.5255496,126.9266036,서울 영등포구 국제금융로 10 콘래드 서울 로비층,172,"2,000",4.32,5271
문래방구,37.5136359,126.8980524,서울 영등포구 경인로 763 문래방구,214,"8,000",4.54,10728
카페1953위드오드리,37.511992,126.8920147,서울 영등포구 경인로77가길 12,"1,819","9,000",4.48,2067
after work club,37.5135249,126.8943381,서울 영등포구 도림로133길 10 1층,182,"7,000",4.46,10728
카페 토우토우,37.5131016,126.8949141,서울 영등포구 도림로125길 16 TOUTOU,24,800,,10728
평화,37.5137775,126.8943322,서울 영등포구 도림로131길 13 1층 평화,326,"18,000",4.48,10728
아이엠베이글 여의도점,37.5201573,126.9317293,서울 영등포구 국제금융로 86 롯데캐슬 아이비 지하1층,"1,469","9,000",4.61,4113
피크니크 선유도점,37.5380154,126.8943555,서울 영등포구 양평로22길 2-1,"1,235","9,000",4.52,1033
카페마마스 타임스퀘어점,37.5172,126.903524,서울 영등포구 영중로 15 타임스퀘어 4F 417,"5,975","1,000",4.39,1040
패트릭스와플,37.5210051,126.9238388,서울 영등포구 의사당대로 108 아일렉스 지하1층 비06호,712,"9,000",4.66,6674
시간을들이다 양평역점,37.5233479,126.8858481,서울 영등포구 선유서로24길 6 영등포 중흥S-CLASS1층115호,"1,293",900,4.72,2622
Get That Shot 롯데백화점영등포점,37.515668,126.907666,서울 영등포구 경인로 846 롯데백화점영등포점 1층,403,"3,000",4.28,1040
아티제 여의도점,37.5239357,126.9259732,서울 영등포구 국제금융로2길 17,"2,169","1,000",4.35,4960
빠뜨릭스와플 본점,37.5184603,126.9339132,서울 영등포구 국제금융로 112 상아빌딩 1층,613,"10,000",4.45,540
기글,37.5154451,126.8946777,서울 영등포구 도림로128길 21 1층,586,"11,000",4.54,10728
아우어베이커리 롯데영등포점,37.5162531,126.9071752,서울 영등포구 경인로 846 1층 아우어베이커리,"2,474","2,000",4.5,1040
마이스페이스,37.5139063,126.8921704,서울 영등포구 도림로141길 15 1층,675,"9,000",4.63,6078
더플레이트디저트 더현대서울,37.5258211,126.9284383,서울 영등포구 여의대로 108 지하1층,708,"5,000",4.35,5271
어펜딕스,37.527872,126.9169088,서울 영등포구 의사당대로 8 지하 1층,681,"1,000",4.44,3217
신길어름,37.5068537,126.9107024,서울 영등포구 신길로39길 1 2층,400,"2,000",4.74,1067
오월의종 타임스퀘어점,37.5170311,126.9040361,서울 영등포구 영중로 15,"5,948","9,000",4.5,1040
라크라센타,37.5188869,126.8923247,서울 영등포구 문래로 92-5,"1,487","8,000",4.42,1937
앤티크커피,37.5287144,126.8967124,서울 영등포구 국회대로29길 6 1층 앤티크커피,582,"17,000",4.63,2257
카페마마스 여의도IFC몰점,37.5245994,126.9253586,서울 영등포구 국제금융로 10 IFC몰 L1층,"2,371","1,000",4.37,5271
브레드컴퍼니쉐프조,37.5269018,126.8946017,서울 영등포구 당산로31길 20 1층,973,"2,000",4.54,2208
아도,37.5131305,126.8948194,서울 영등포구 도림로125길 16 1층 아도,8,400,,10728
무슨클럽,37.5145083,126.8934544,서울 영등포구 도림로139길 4 4층,315,"10,000",4.85,10728
카페꼼마&얀쿠브레 여의도점,37.5213006,126.9288968,서울 영등포구 국제금융로8길 16 1층 카페꼼마,785,"4,000",,4113
공간다반사,37.5375338,126.8983431,서울 영등포구 선유로55길 3 1층,611,"14,000",,134
쓰리버즈 IFC점,37.5248174,126.9257052,서울 영등포구 국제금융로 10 THREE IFC 1층,243,"4,000",4.31,5271
홍설 죠샌드위치 여의도점,37.5201114,126.9300816,서울 영등포구 의사당대로1길 25 하남빌딩 1층,991,"1,000",4.37,3597
베즐리 더현대서울점,37.5266691,126.9271941,서울 영등포구 여의대로 108 지하1층 베즐리 베이커리,"1,104","1,000",4.46,5271
빵어니스타 여의도점,37.5212906,126.9289049,서울 영등포구 국제금융로8길 16 지하1층 B129,582,"7,000",4.36,4113
입허전,37.5139108,126.892642,서울 영등포구 도림로139길 12-1 2층 입허전,204,"3,000",4.72,10728
버즈소커피,37.5290895,126.8969633,서울 영등포구 당산로35길 8 1층 버즈소커피,252,"6,000",4.76,3648
소맥베이커리 타임스퀘어,37.5175785,126.9052548,서울 영등포구 영중로 9 지하 1층,"1,281","2,000",4.38,1040
마호가니커피 타임스퀘어점,37.5171538,126.9029682,서울 영등포구 영중로 15 타임스퀘어 3층,"6,128","1,000",4.36,1040
팥고당 영등포 타임스퀘어점,37.5176343,126.9042788,서울 영등포구 영중로 15 타임스퀘어 지상 1층,990,200,4.41,1040
빌리엔젤 여의도삼성생명점,37.5242683,126.9250362,서울 영등포구 국제금융로2길 24 1층 1호,"1,370",600,4.32,7068
로라스블랑 더현대서울점,37.5259163,126.9283115,서울 영등포구 여의대로 108 3F 로라스블랑,420,"2,000",4.21,5271
코트야드메리어트서울타임스퀘어 모모카페,37.5172058,126.903714,서울 영등포구 영중로 15 5층,"2,479","1,000",,1040
홈앤브레드,37.5367838,126.8976885,서울 영등포구 선유로51길 4-5 161-17,393,"4,000",4.71,157
3노트 커피,37.5202427,126.9298907,서울 영등포구 의사당대로1길 25 하남빌딩 1층 119호,89,100,,3597
더치랩카페 여의도 IFC몰점,37.5245995,126.9253589,서울 영등포구 국제금융로 10 IFC몰 L3층 사우스아트리움,434,500,4.78,5271
마이그릭,37.5260711,126.9308061,서울 영등포구 여의나루로 113 공작상가 1층 108호 마이그릭,112,300,,2165
하우스카페,37.529832,126.9218602,서울 영등포구 국회대로74길 19 동우국제빌딩 1층,327,500,4.4,4801
레어커피,37.5230611,126.9243191,서울 영등포구 국제금융로2길 37 에스트레뉴빌딩 1층 105호,372,"2,000",4.9,11693
남대문커피,37.5299614,126.9190397,서울 영등포구 국회대로 780 1층 111호 남대문커피,543,"1,000",4.51,7605
그릭나인,37.529084,126.9219002,서울 영등포구 은행로 29 정우빌딩 1층 15호,23,~100,,4801
베르두레,37.5239182,126.8979584,"서울 영등포구 양산로 133-1 1층, 영등포구청역 5번출구에서 나온 방향으로 직진 후대박집과 베스킨라빈스가 보이는 사거리에서 좌회전 하시고 영등포시장역 방향으로 100미터",700,"7,000",4.53,1940
더스크블루,37.5288062,126.8991056,서울 영등포구 당산로38길 10 2층,175,"6,000",4.89,3648
시즌커피앤베이크,37.52639,126.8889185,서울 영등포구 양산로9길 12-1,"1,209","9,000",4.5,2830
미켈레커피 더현대서울점,37.5259168,126.9283122,서울 영등포구 여의대로 108 현대백화점 4F,491,"1,000",4.53,5271
라트리,37.5237284,126.9054672,서울 영등포구 국회대로50길 20 지하1층 27호,13,700,,1967
백야,37.5132675,126.8952738,서울 영등포구 도림로129길 7 2층,192,"10,000",,10728
오핀카페 영등포점,37.5157,126.8996924,서울 영등포구 문래로28길 25 영시티S타워 로비층,"1,052","1,000",4.42,22863
하얀과자점,37.5214962,126.9306896,서울 영등포구 국제금융로 70 미원빌딩 1층,347,"9,000",4.42,2165
틈커피,37.5229846,126.8995266,서울 영등포구 영등포로27길 24 1F,32,"1,000",,2728
보사노바 커피로스터스 문래점,37.5199517,126.8920161,서울 영등포구 영등포로20길 22-4,762,"5,000",4.45,1668
카페설리번 당산점,37.5351761,126.902615,서울 영등포구 당산로 241 유니언타운 1층 카페 설리번,"1,744","5,000",,301
포프트 커피,37.5184685,126.914214,서울 영등포구 경인로114길 10-1 1층,286,"5,000",4.37,545
플래브카페&펍,37.536077,126.8999075,서울 영등포구 선유로54길 11 1층,128,600,4.41,157
욥,37.5318585,126.9010859,서울 영등포구 당산로44길 3 삼성타운,"1,357","5,000",4.48,4185
바이러닉 에스프레소 바 여의도점,37.5257581,126.9187147,서울 영등포구 의사당대로 38 더샵아일랜드파크 101동 115호,256,"2,000",,3217
카페미뇽,37.5270423,126.9277418,서울 영등포구 여의대로 108 파크원 타워2 1층 101호 카페미뇽,231,"1,000",4.38,5271
나폴레옹제과점 IFC몰점,37.524744,126.9252638,서울 영등포구 국제금융로 10 L2층,"4,182","1,000",4.39,5271
헤비로테이트,37.5081924,126.8996738,서울 영등포구 도신로19길 22,154,"11,000",4.63,2327
커피라이커스 선유 본점,37.536078,126.8971751,서울 영등포구 양평로 89 Coffee Likus,402,"4,000",4.6,1869
커피메이플,37.5002948,126.9080238,서울 영등포구 신풍로 19,363,700,4.35,1276
루카스커피,37.500512,126.9199354,서울 영등포구 신풍로25길 6,334,"1,000",,1062
스타벅스 여의도IFC몰(L1)R점,37.5257604,126.9256041,서울 영등포구 국제금융로 10,"4,808",300,4.47,5271
리브레리,37.524035,126.8983662,서울 영등포구 양산로25길 3 1층(당산동3가),25,200,,1940
unusual,37.5279752,126.8976973,서울 영등포구 당산로36길 12 상가 104호 unusual 카페,476,"2,000",4.55,2728
브레드05,37.5232362,126.9329199,서울 영등포구 국제금융로7길 22,"1,038","6,000",4.34,2116
마호가니 여의도점,37.5247677,126.9237325,서울 영등포구 여의대로 66 하이투자증권빌딩,"1,025","6,000",4.35,7068
스타벅스 여의도역R점,37.523328,126.923439,서울 영등포구 의사당대로 83,"3,383",800,4.49,7068
버터핑거팬케익스 타임스퀘어점,37.5171651,126.9029653,서울 영등포구 영중로 15 타임스퀘어 4층,892,"1,000",4.33,1040
폴바셋 여의도점,37.5243243,126.9239039,서울 영등포구 여의대로 66 별관 1층,"2,900",800,4.55,7068
25blocks,37.5384497,126.896695,서울 영등포구 선유로55길 23 1층,49,800,4.69,134
뉴오리진 IFC몰점,37.5249363,126.9258734,서울 영등포구 국제금융로 10 IFC몰 L1,"1,390","1,000",4.45,5271
버밀당 문래본점,37.5191508,126.8986132,서울 영등포구 영등포로28길 19,745,200,4.33,1398
플리퍼스스탠드 더현대서울점,37.5262572,126.9284678,서울 영등포구 여의대로 108 더현대서울 지하 1층,152,"1,000",4.48,5271
Week and Weekend,37.5089758,126.9016798,서울 영등포구 도림로112길 16 1층,276,"2,000",4.54,3668
커피앳웍스 여의도점,37.5239194,126.9228623,"서울 영등포구 여의대로 56 (여의도동) 1층 103호(여의도동,한화손해보험빌딩)","1,371","3,000",4.39,7068
쉐프조부띠끄,37.5230753,126.9046076,서울 영등포구 양산로31길 4 1층,208,600,,1967
폴바셋 여의도 IFC몰점,37.5255768,126.9262841,서울 영등포구 국제금융로 10 IFC몰 L2층,"6,085",300,4.51,5271
엘리스파이,37.520885,126.9313243,서울 영등포구 국제금융로 78 홍우빌딩 1층,"1,001","5,000",4.4,2165
카페마마스 여의도점,37.5296151,126.9191713,서울 영등포구 국회대로 780 엘지여의도에클라트 1F,823,"1,000",4.32,7605
투썸플레이스 여의도점,37.5210393,126.9241841,서울 영등포구 의사당대로 108 아일렉스 상가,"2,540",600,4.38,6674
후무,37.5403182,126.8951955,서울 영등포구 양평로22바길 4-1 1층 후무,89,600,,134
설빙 영등포점,37.518158,126.9060159,서울 영등포구 영중로 22 남서울빌딩 2층,"2,726",400,,1040
반카페,37.5357747,126.9026604,서울 영등포구 당산로47길 20 1층 반카페,362,"1,000",,157
빵쌤 영등포점,37.5169128,126.9074091,"서울 영등포구 경인로 853 1, 2층",128,~100,,1040
카페진정성 여의도점,37.519746,126.9280666,서울 영등포구 국제금융로8길 31 SK증권빌딩 1층,"1,147","8,000",4.36,5269
더블플랫,37.5360154,126.8962737,서울 영등포구 양평로17길 9 상가B동108호,158,~100,,1892
케이팥,37.5298437,126.9195928,서울 영등포구 국회대로 780 1층 케이팥,33,~100,,7605
그레이에스프레소,37.5191451,126.9309372,서울 영등포구 여의대방로 379 제일빌딩 113호,414,"1,000",4.45,3597
오드펠로우즈 더현대서울점,37.5259168,126.9283122,서울 영등포구 여의대로 108 더현대 서울 지하 1층,39,800,4.38,5271
워커스 홀리데이,37.5378603,126.8950092,서울 영등포구 선유로51길 31 1층,122,"1,000",4.73,1033
키노양평,37.5248812,126.8902488,서울 영등포구 양산로 66,131,"3,000",4.71,2351
스타벅스 영등포역점,37.5169614,126.909139,서울 영등포구 경인로 870,"5,666",500,4.47,469
서울커피,37.5198204,126.9320433,서울 영등포구 국제금융로 86 롯데캐슬 아이비 1층 101호 서울커피,564,"2,000",4.49,4113
지파시 여의도IFC몰점,37.5245979,126.9253663,서울 영등포구 국제금융로 10 지하3층,83,100,4.5,5271
코코빈스 영등포구청본점,37.5274334,126.8973792,서울 영등포구 국회대로 568 창빌딩,224,500,4.07,2257
you are my gelato,37.513855,126.8955174,서울 영등포구 도림로 425 1층 유아마이젤라또,73,"1,000",,10728
카페드람브르,37.5174499,126.9089356,서울 영등포구 경인로 867 호텔지엠에스 2층,"1,540","2,000",4.4,469
히든오아시스,37.518782,126.898784,서울 영등포구 문래로 151 1층 히든오아시스,290,"1,000",4.63,1398
쏭카페,37.5357727,126.8945534,서울 영등포구 선유로47길 21-1,378,"1,000",4.31,1033
카페 분,37.5236298,126.8983075,서울 영등포구 양산로 138-1,256,"1,000",4.68,7487
한숲,37.5327816,126.9050965,서울 영등포구 당산로50길 31-1,97,400,4.97,4185
진심디자인,37.536178,126.9016529,서울 영등포구 당산로49길 14,508,"15,000",4.52,157
윤잇 IFC몰점,37.5245995,126.9253589,서울 영등포구 국제금융로 10 L1 147호,39,~100,,5271
웰위치아,37.5200191,126.89142,서울 영등포구 문래로 83 아라비즈타워 108호,806,"1,000",4.49,1937
지오네 파티셰리,37.5297933,126.9073034,서울 영등포구 버드나루로 129 여의도아리스타오피스텔 107호,130,"1,000",4.93,4185
브레드05,37.5066492,126.9216803,서울 영등포구 여의대방로43나길 4,"1,048","3,000",4.44,4002
파리크라상 여의도점,37.521455,126.9272438,서울 영등포구 여의나루로4길 18 (여의도동) 여의도빌딩 1층,"2,206",800,4.34,5240
소니도,37.5348799,126.903035,서울 영등포구 당산로 242 2층,100,"5,000",4.35,301
봉땅 더현대서울점,37.5260607,126.9280953,서울 영등포구 여의대로 108 더현대 서울 지하 1층 식품관,,100,,5271
카페드리브,37.5183064,126.913181,서울 영등포구 경인로112길 1 101호,187,500,4.47,545
에이바우트커피 선유도점,37.5351647,126.8974963,서울 영등포구 선유로 254,"1,096",800,4.41,4974
파란만잔 여의도점,37.5208951,126.9292506,"서울 영등포구 국제금융로8길 19 1층 112, 113호",603,500,4.51,3597
안스베이커리 롯데백화점 영등포점,37.516221,126.9071102,서울 영등포구 경인로 846 롯데백화점 영등포점 지하1층,"4,803","1,000",4.37,1040
공차 여의도점,37.524651,126.9267361,서울 영등포구 국제금융로2길 7 한주빌딩,"1,392",100,4.44,5271
카페드레이프,37.5235439,126.8991426,서울 영등포구 양산로 146,877,"11,000",4.42,1940
루트442,37.5147625,126.8943244,서울 영등포구 도림로 442 1층 루트442,416,"1,000",4.46,10728
홉슈크림 IFC몰점,37.5248338,126.9261288,서울 영등포구 국제금융로 10 L1층,69,300,4.39,5271
파리크라상 여의도2호점,37.5300473,126.9211622,서울 영등포구 국회대로74길 12 (여의도동) 남중빌딩 1층,"2,220",400,4.3,4801
홀리앤졸리 영등포점,37.5153612,126.9164241,서울 영등포구 영등포로62길 12 1층,13,~100,,2216
하니앤손스,37.5241885,126.9049302,서울 영등포구 영중로27길 4-2,217,"1,000",4.6,1738
태극당 더현대서울점,37.5259168,126.9283122,"서울 영등포구 여의대로 108 , 지하1층",482,700,4.43,5271
진을림,37.5005129,126.9105259,서울 영등포구 신풍로 31-14,562,"3,000",4.56,2274
카페신길동,37.5118509,126.9217291,서울 영등포구 영등포로84길 16 태은빌딩 2층,152,200,4.57,1851
외계인방앗간 영등포아크로점,37.523006,126.9074295,서울 영등포구 국회대로54길 10 9동 3호,631,"1,000",4.48,1692
바이닐,37.5184729,126.9024651,서울 영등포구 문래로 183,198,"2,000",4.39,1040
고양이가밟은쿠키,37.5378641,126.8929929,서울 영등포구 양평로21가길 6 1층 고양이가밟은쿠키,249,"1,000",,1033
스타벅스 영등포신길점,37.504566,126.910073,서울 영등포구 신길로 137,"5,983","1,000",4.47,3218
ma&na coffee,37.5272843,126.9027613,서울 영등포구 영신로 219 코오롱 스타폴리스 1층 마앤나 coffee,118,600,4.69,3195
모프커피앤베이크샵,37.5026993,126.9101263,서울 영등포구 신길로 119 신길뉴타운 한화꿈에그린 상가 1층,161,500,4.62,1770
겐츠베이커리 신세계백화점 타임스퀘어점,37.5168435,126.9055445,서울 영등포구 영중로 9 리빙관 1층,748,"1,000",4.44,1040
푸하하크림빵,37.5172332,126.903716,서울 영등포구 영중로 15 신세계백화점 타임스퀘어점 b1층,402,400,4.3,1040
극락왕생,37.5130431,126.8928526,서울 영등포구 경인로77길 14 영문빌딩 지하1층,44,300,,10728
메가커피 당산중앙점,37.5325838,126.9040779,서울 영등포구 당산로 214,707,~100,4.47,4185
스텀프커피,37.5191618,126.8947497,서울 영등포구 당산로 47 1층 stump,212,800,,1606
스멜팅커피,37.515188,126.8943229,서울 영등포구 당산로 4-1 스멜팅커피,271,"1,000",4.52,10728
스타벅스 당산점,37.535164,126.899942,서울 영등포구 양평로 64,"3,515",200,4.46,157
까페동향,37.5234041,126.8998408,서울 영등포구 양산로 152,202,"3,000",4.68,4736
설기설기,37.5245096,126.8853796,서울 영등포구 선유서로25길 6-2 1층 102호 설기설기,14,~100,,1719
33카페,37.529084,126.9219003,서울 영등포구 은행로 29 1층 129호,103,~100,,4801
할리스 당산역점,37.5334823,126.9012533,서울 영등포구 당산로 219,"1,651",400,4.44,301
콜렉티보 타임스퀘어점,37.5173851,126.9047092,서울 영등포구 영중로 15 3층,"3,334","1,000",4.38,1040
