tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop
월세,125,"2,500",30,1/3,남향,37.565398,126.917105,870
월세,130,"2,000",46,4/4,북동향,37.562257,126.925545,1153
월세,140,"3,000",51,1/2,남서향,37.565271,126.924641,910
월세,120,"2,000",39,1/4,북동향,37.562053,126.921427,1052
월세,130,"2,000",19,1/5,북동향,37.560631,126.920559,953
월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140
월세,150,"1,500",33,1/3,남서향,37.561264,126.920281,902
월세,300,"4,500",109,2/4,서향,37.564227,126.922549,975
월세,140,"2,000",26,B1/2,북향,37.563097,126.925815,1344
월세,210,"2,500",49,2/2,동향,37.566297,126.920844,906
월세,260,"3,000",66,2/4,북동향,37.562836,126.925819,1344
월세,400,"5,000",64,2/2,동향,37.562159,126.926715,1420
월세,380,"4,500",43,B1/3,남서향,37.56162,126.925672,1176
월세,170,"2,000",35,B1/3,북동향,37.562528,126.924938,1161
월세,150,"2,000",21,4/4,남동향,37.561169,126.926094,1465
월세,200,"2,400",28,3/4,남동향,37.561169,126.926094,1465
월세,270,"3,240",27,2/4,남동향,37.561169,126.926094,1465
월세,280,"3,000",73,1/4,서향,37.563725,126.92614,1399
월세,350,"5,000",75,1/3,서향,37.561711,126.924139,1797
월세,350,"5,000",75,1/3,남동향,37.561711,126.924139,1797
월세,150,"1,000",27,1/3,동향,37.561264,126.920281,902
월세,570,"6,840",77,2/4,남동향,37.561169,126.926094,1465
월세,250,"4,000",55,B1/3,동향,37.562159,126.926715,1420
월세,210,"3,000",30,B1/2,남서향,37.561905,126.924974,1140
월세,210,"2,000",50,1/6,서향,37.563267,126.926217,1444
월세,170,"2,000",53,B1/2,북향,37.560927,126.924949,1600
월세,350,"3,000",163,4/4,서향,37.563286,126.925673,1550
월세,180,"1,500",49,1/2,남향,37.561586,126.91812,2303
월세,350,"5,000",75,1/3,동향,37.561711,126.924139,1797
월세,360,"5,000",78,B1/4,북향,37.560691,126.924788,1448
월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285
월세,230,"3,000",37,1/3,북서향,37.561856,126.926786,1019
월세,160,"2,000",23,4/4,북동향,37.562873,126.92542,1338
월세,250,"3,000",55,1/4,북동향,37.562922,126.925313,1319
월세,350,"4,000",80,2/3,남동향,37.562925,126.926168,1305
월세,200,"2,500",59,2/4,북동향,37.562922,126.925313,1319
월세,243,"3,000",53,4/4,북향,37.560691,126.924788,1448
월세,330,"5,000",71,1/3,남향,37.561069,126.924555,1509
월세,280,"4,000",68,B1/3,북향,37.560935,126.924803,1600
월세,235,"3,000",54,1/2,남향,37.561053,126.924933,1509
월세,"1,000",1억,344,B1/4,남서향,37.558704,126.918276,1710
월세,800,1억,350,4/4,남서향,37.558704,126.918276,1710
월세,260,"3,100",48,2/3,남서향,37.56162,126.925672,1176
월세,480,"5,700",49,1/3,남서향,37.56162,126.925672,1176
월세,330,"3,900",33,1/3,남서향,37.56162,126.925672,1176
월세,810,"9,600",81,1/3,남서향,37.56162,126.925672,1176
월세,480,"5,700",49,B1/3,남서향,37.56162,126.925672,1176
월세,420,"5,000",43,B1/3,남서향,37.56162,126.925672,1176
월세,450,"5,000",94,1/5,남동향,37.55927,126.921056,1876
월세,109,"1,000",36,1/3,남서향,37.561578,126.919992,913
월세,180,"1,500",49,1/2,남동향,37.561586,126.91812,2303
월세,160,"2,500",33,B1/2,남향,37.562117,126.926043,1140
월세,240,"4,000",49,B1/4,남향,37.562458,126.925371,1153
월세,190,"2,000",56,1/2,남향,37.562124,126.918253,843
월세,180,"3,000",33,3/3,북동향,37.560579,126.923681,1416
월세,300,"5,000",31,1/5,남향,37.561299,126.924723,1514
월세,460,"5,800",51,B1/3,남서향,37.56162,126.925672,1176
월세,350,"3,000",76,3/4,북향,37.562161,126.925222,1156
월세,250,"3,000",76,2/4,북향,37.562161,126.925222,1156
월세,900,1억 700,81,B1/3,남서향,37.56162,126.925672,1176
월세,230,"3,000",45,1/1,남동향,37.566215,126.920623,902
월세,400,"5,000",175,1/4,서향,37.565089,126.923774,902
월세,200,"3,000",34,3/3,동향,37.566555,126.917098,892
월세,120,"2,000",21,1/3,동향,37.566555,126.917098,892
월세,200,"3,000",73,2/3,동향,37.566555,126.917098,892
월세,340,"5,000",182,B1/5,남향,37.564448,126.924022,1179
월세,750,1억,81,B1/4,남서향,37.56162,126.925672,1176
월세,110,"2,000",23,1/4,남서향,37.562091,126.922368,1683
월세,680,1억,112,2/5,남서향,37.564409,126.921286,1141
월세,410,"5,000",112,3/5,남서향,37.564409,126.921286,1141
월세,520,1억,79,1/5,남서향,37.564409,126.921286,1141
월세,"2,600",3억,162,1/5,남서향,37.564409,126.921286,1141
월세,500,"7,000",115,1/5,남동향,37.565563,126.92397,879
월세,250,"3,000",46,1/3,동향,37.561803,126.926469,1378
월세,430,"5,000",66,1/4,남서향,37.564639,126.924998,1305
월세,430,"5,000",66,2/4,남서향,37.564639,126.924998,1305
월세,350,"4,000",72,3/4,남서향,37.564639,126.924998,1305
월세,450,"5,000",66,B1/4,남서향,37.564639,126.924998,1305
월세,150,"2,000",26,4/4,남서향,37.564639,126.924998,1305
월세,200,"2,000",52,3/4,남서향,37.564639,126.924998,1305
월세,400,"5,000",175,1/4,서향,37.565089,126.923774,902
월세,410,"5,000",112,3/4,남동향,37.564409,126.921286,1141
월세,400,"5,000",82,1/4,남향,37.56554,126.923336,907
월세,"1,200",2억,191,1/4,남서향,37.564409,126.921286,1141
월세,400,"4,000",163,4/4,북서향,37.563286,126.925673,1550
월세,400,"5,000",80,1/4,동향,37.562554,126.925288,1153
월세,280,"4,000",98,2/4,서향,37.562742,126.925363,1338
월세,270,"3,240",34,2/4,남동향,37.561169,126.926094,1465
월세,200,"2,400",39,3/4,남동향,37.561169,126.926094,1465
월세,350,"4,200",33,1/4,남동향,37.561169,126.926094,1465
월세,250,"3,000",42,B1/4,남동향,37.561169,126.926094,1465
월세,500,"7,000",117,1/5,북동향,37.565563,126.92397,879
월세,250,"3,000",54,3/4,남서향,37.56634,126.919972,877
월세,400,"5,000",132,B1/5,남향,37.564409,126.921286,1141
월세,"1,200",2억,198,1/5,남향,37.564409,126.921286,1141
월세,490,"6,000",93,B1/3,남동향,37.561803,126.926469,1378
월세,450,"5,000",93,2/3,남동향,37.561803,126.926469,1378
월세,490,"6,000",93,1/3,남동향,37.561803,126.926469,1378
월세,250,"3,000",33,3/3,남동향,37.561803,126.926469,1378
월세,"1,600",2억,279,B1/3,남동향,37.561803,126.926469,1378
월세,200,"3,000",20,3/3,남동향,37.5617,126.926563,1859
월세,300,"3,600",36,1/3,남향,37.56162,126.925672,1176
월세,150,"1,800",25,4/4,동향,37.561169,126.926094,1465
월세,350,"4,000",80,2/3,동향,37.562925,126.926168,1305
월세,160,"2,000",23,4/4,동향,37.562873,126.92542,1338
월세,230,"3,000",49,1/2,남향,37.563343,126.927376,1106
월세,300,"3,000",67,3/3,북동향,37.562925,126.926168,1305
월세,100,"1,500",36,B1/2,서향,37.564368,126.917065,871
월세,"1,500",2억,323,1/4,동향,37.561382,126.924111,1514
월세,350,"4,000",78,B1/4,동향,37.560691,126.924788,1448
월세,140,"3,000",51,1/2,동향,37.565271,126.924641,910
월세,230,"3,000",44,1/1,동향,37.566215,126.920623,902
월세,90,"1,000",13,B1/4,동향,37.56554,126.923336,907
월세,600,1억,104,1/5,동향,37.559813,126.920612,958
월세,200,"3,000",33,1/2,남향,37.560965,126.925299,1136
월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140
월세,160,"2,500",27,B1/2,남향,37.562117,126.926043,1140
월세,160,"2,000",35,B1/3,북동향,37.562528,126.924938,1161
월세,300,"3,000",45,1/5,북서향,37.561654,126.92627,1139
월세,160,"2,000",26,1/5,남향,37.562355,126.920091,2317
월세,220,"3,000",97,2/4,동향,37.559796,126.921363,1037
월세,130,"2,000",39,1/4,,37.563381,126.926123,1441
월세,230,"3,000",75,1/3,,37.561856,126.926786,1019
월세,250,"3,000",55,1/4,,37.562922,126.925313,1319
월세,260,"4,000",81,B1/4,,37.563093,126.925582,1338
월세,250,"3,000",37,B1/4,남동향,37.561169,126.926094,1465
월세,120,"2,000",26,1/4,북서향,37.564134,126.926598,1525
월세,320,"5,000",99,1/3,남향,37.564494,126.921422,1096
월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140
월세,90,"2,000",23,1/2,북동향,37.561205,126.922549,1740
월세,270,"5,000",42,1/3,남동향,37.559689,126.921469,1005
월세,160,"2,000",21,4/4,북동향,37.562873,126.92542,1338
월세,350,"4,000",61,B1/5,동향,37.565509,126.921677,998
월세,350,"4,000",61,1/5,동향,37.565509,126.921677,998
월세,500,"7,000",117,1/5,,37.565563,126.92397,879
월세,350,"4,000",163,4/4,북향,37.563286,126.925673,1550
월세,190,"3,000",33,B1/3,북동향,37.560579,126.923681,1416
월세,500,"5,000",92,2/2,남서향,37.565327,126.922203,970
월세,280,"4,000",33,B1/4,북동향,37.562458,126.925371,1153
월세,280,"3,000",73,1/4,북서향,37.563725,126.92614,1399
월세,240,"3,000",87,2/4,남향,37.561538,126.924691,1319
월세,230,"3,000",56,2/4,동향,37.561559,126.925483,1285
월세,170,"3,000",73,2/5,남향,37.562637,126.925044,1417
월세,220,"3,000",94,1/2,남동향,37.56285,126.926052,1302
월세,260,"4,000",81,B1/4,북향,37.563093,126.925582,1338
월세,230,"3,000",56,2/4,동향,37.561559,126.925483,1285
월세,160,"2,500",23,B1/2,남향,37.562117,126.926043,1140
월세,65,500,15,2/4,북동향,37.562748,126.918298,845
월세,90,"1,000",28,B1/4,남동향,37.562748,126.918298,845
월세,680,1억,104,2/4,남동향,37.564409,126.921286,1141
월세,520,1억,85,1/4,남동향,37.564409,126.921286,1141
월세,410,"5,000",104,3/4,남동향,37.564409,126.921286,1141
월세,230,"3,000",79,1/5,남동향,37.560504,126.921764,1038
월세,230,"3,000",45,1/1,남동향,37.566215,126.920623,902
월세,600,"5,000",194,B1/2,남향,37.563249,126.917384,905
월세,550,"8,000",135,1/5,남동향,37.559813,126.920612,958
월세,280,"3,000",60,2/2,남서향,37.565254,126.923888,902
월세,350,"5,000",104,1/2,서향,37.565144,126.924761,910
월세,450,"5,000",59,1/3,남서향,37.561243,126.926023,1465
월세,70,"1,000",26,1/2,남서향,37.565562,126.917361,858
월세,"1,200",2억,325,1/4,남서향,37.564671,126.923448,1145
월세,170,"3,000",73,2/5,,37.562637,126.925044,1417
월세,340,"5,000",182,B1/5,남향,37.564448,126.924022,1179
월세,200,"3,000",50,3/4,북서향,37.565734,126.922985,847
월세,230,"3,000",39,B1/3,남향,37.560609,126.925422,1302
월세,280,"5,000",68,1/5,북동향,37.560563,126.925083,1321
월세,600,1억,135,1/5,남동향,37.559813,126.920612,958
월세,260,"4,000",81,B1/4,북동향,37.563093,126.925582,1338
월세,"2,300",3억,577,1/5,남동향,37.563736,126.925642,1506
월세,"1,000",1억,429,B1/4,남서향,37.558704,126.918276,1710
월세,120,"2,000",20,1/5,남향,37.563944,126.92455,943
월세,190,"2,000",57,1/4,남서향,37.562124,126.918253,843
월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285
월세,120,"2,000",26,1/4,북서향,37.564134,126.926598,1525
월세,350,"5,000",78,1/3,북동향,37.565725,126.923511,890
월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285
월세,500,"6,000",93,B1/2,동향,37.561803,126.926469,1378
월세,300,"4,000",80,2/2,동향,37.561066,126.925531,1136
월세,120,"2,000",33,1/4,북서향,37.562053,126.921427,1052
월세,260,"4,000",81,B1/4,북향,37.563093,126.925582,1338
월세,200,"3,000",57,2/4,,37.565734,126.922985,847
월세,200,"3,000",51,3/4,,37.565734,126.922985,847
월세,300,"4,000",57,1/4,,37.565734,126.922985,847
월세,250,"3,000",64,1/4,남서향,37.563516,126.92487,982
월세,980,"1억 3,000",172,B1/4,,37.565734,126.922985,847
월세,350,"5,000",182,B1/5,북서향,37.564448,126.924022,1179
월세,95,"1,000",29,1/2,남향,37.563093,126.917412,909
월세,130,"2,000",16,1/5,남동향,37.560631,126.920559,953
월세,150,"1,000",27,1/3,남서향,37.561264,126.920281,902
월세,280,"3,000",55,1/4,,37.562922,126.925313,1319
월세,400,"5,000",64,2/2,북향,37.562159,126.926715,1420
월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140
월세,80,"1,000",23,1/4,남서향,37.564504,126.920433,1809
월세,240,"3,000",49,2/5,남향,37.561772,126.924972,1140
월세,220,"3,000",26,1/5,남향,37.561772,126.924972,1140
월세,250,"3,000",57,1/3,남서향,37.561824,126.926045,1139
월세,300,"4,000",71,1/4,북향,37.561941,126.925084,1239
매매,,"3억 2,000",26,1/5,남향,37.56538,126.918039,866
월세,400,"5,000",175,1/4,서향,37.565089,126.923774,902
월세,230,"3,000",56,2/4,서향,37.561559,126.925483,1285
월세,150,"1,000",33,1/3,남서향,37.561264,126.920281,902
월세,300,"4,000",50,B1/4,북서향,37.565734,126.922985,847
월세,350,"6,000",100,1/2,남향,37.56105,126.925018,1509
월세,170,"2,000",56,1/2,북향,37.560927,126.924949,1600
월세,150,"1,000",39,3/4,,37.562385,126.924921,1161
월세,260,"3,000",41,B1/3,남향,37.56207,126.925007,1140
월세,300,"3,000",68,3/3,남서향,37.562763,126.925724,1344
월세,400,"5,000",82,1/4,남향,37.56554,126.923336,907
월세,450,"5,000",98,1/5,북동향,37.55927,126.921056,1876
월세,100,"1,000",19,B1/1,북동향,37.564777,126.923147,910
월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153
월세,175,"2,000",29,1/5,남동향,37.562338,126.924051,1273
월세,130,"3,000",39,1/4,남향,37.56533,126.92412,902
월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153
월세,350,"3,000",33,B1/3,서향,37.562278,126.925378,1153
월세,"1,200",2억,190,1/4,남향,37.564409,126.921286,1141
월세,430,"6,000",95,1/3,서향,37.56485,126.92331,909
월세,400,"5,000",132,B1/4,남향,37.564409,126.921286,1141
월세,170,"2,000",70,B1/3,동향,37.562528,126.924938,1161
월세,270,"3,000",33,2/4,동향,37.561169,126.926094,1465
월세,190,"3,500",53,1/5,북동향,37.561109,126.920106,919
월세,280,"3,000",60,2/2,남서향,37.565254,126.923888,902
월세,110,"1,500",36,B1/2,서향,37.564368,126.917065,871
월세,250,"4,000",78,2/4,,37.562116,126.925874,1140
월세,250,"3,000",37,B1/4,남향,37.561169,126.926094,1465
월세,240,"3,000",36,B1/3,북서향,37.561856,126.926786,1019
월세,180,"3,000",33,3/4,서향,37.562183,126.924832,1203
월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140
월세,160,"2,000",28,1/1,,37.564093,126.924794,1271
월세,190,"2,000",37,B1/3,,37.560946,126.924556,1600
월세,360,"3,000",99,4/5,서향,37.562831,126.924535,1363
월세,120,"2,000",25,1/3,북동향,37.560909,126.921035,974
월세,350,"4,000",24,1/4,남서향,37.561169,126.926094,1465
월세,250,"3,000",54,3/4,남서향,37.56634,126.919972,877
월세,130,"2,000",39,1/4,남서향,37.563381,126.926123,1441
월세,320,"3,000",48,2/3,북동향,37.560849,126.924547,1600
월세,500,"6,000",93,1/2,동향,37.561803,126.926469,1378
월세,500,"6,000",93,B1/2,서향,37.561803,126.926469,1378
월세,160,"2,000",26,1/5,남향,37.562355,126.920091,2317
월세,250,"3,000",33,B1/4,남향,37.561169,126.926094,1465
월세,350,"6,000",100,1/2,남향,37.56105,126.925018,1509
월세,120,"2,000",20,1/5,남동향,37.563944,126.92455,943
월세,240,"3,000",87,2/4,동향,37.561538,126.924691,1319
월세,400,"5,000",92,2/4,,37.562554,126.925288,1153
월세,350,"5,000",63,1/5,남향,37.562843,126.924662,1294
월세,520,1억,85,1/4,남향,37.564409,126.921286,1141
월세,360,"4,000",90,4/5,남동향,37.562831,126.924535,1363
월세,680,1억,104,2/4,남향,37.564409,126.921286,1141
월세,307,"5,000",256,B1/5,북향,37.564448,126.924022,1179
월세,190,"2,000",57,1/4,남향,37.562124,126.918253,843
월세,109,"1,000",59,1/3,남서향,37.561578,126.919992,913
월세,135,"1,000",47,1/5,남동향,37.564386,126.918003,904
월세,160,"2,500",23,B1/2,남향,37.562117,126.926043,1140
월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153
월세,250,"3,000",54,3/4,남향,37.56634,126.919972,877
월세,150,"2,000",49,4/4,남향,37.562554,126.925288,1153
월세,160,"2,500",37,4/4,남서향,37.561852,126.92462,1240
월세,190,"2,500",42,1/4,남향,37.562458,126.925371,1153
월세,170,"2,000",42,B1/3,북동향,37.562528,126.924938,1161
월세,180,"3,000",59,4/4,서향,37.562742,126.925363,1338
월세,350,"3,000",61,B1/3,서향,37.562278,126.925378,1153
월세,250,"3,000",54,3/4,서향,37.56634,126.919972,877
월세,250,"4,000",55,B1/2,북동향,37.562159,126.926715,1420
월세,200,"3,000",84,2/3,서향,37.566555,126.917098,892
월세,120,"2,000",26,1/3,서향,37.566555,126.917098,892
월세,180,"3,000",71,1/4,남서향,37.563768,126.918983,938
월세,220,"2,000",39,2/5,남동향,37.56152,126.925741,1176
월세,80,"1,000",19,3/5,동향,37.564166,126.91916,964
월세,150,"3,000",43,1/3,동향,37.566314,126.91697,904
월세,180,"3,000",29,2/4,서향,37.562183,126.924832,1203
월세,"1,500",2억,317,1/4,동향,37.561382,126.924111,1514
월세,450,"5,000",98,1/5,남동향,37.55927,126.921056,1876
월세,570,"8,000",112,1/5,남동향,37.559813,126.920612,958
월세,350,"6,000",100,전체층/2,서향,37.56105,126.925018,1509
월세,180,"3,000",32,2/3,북동향,37.560579,126.923681,1416
월세,500,"7,000",117,2/5,북동향,37.565563,126.92397,879
월세,125,"2,500",30,1/3,동향,37.565398,126.917105,870
매매,,"4억 7,000",20,1/5,남서향,37.565921,126.917299,857
매매,,"5억 9,000",29,1/5,남서향,37.565921,126.917299,857
월세,280,"5,000",68,1/5,북동향,37.560563,126.925083,1321
월세,280,"5,000",82,2/4,북동향,37.562922,126.92574,1344
월세,160,"2,000",21,4/4,북동향,37.562873,126.92542,1338
월세,350,"4,000",80,2/3,북동향,37.562925,126.926168,1305
월세,130,"2,000",46,4/4,북동향,37.562257,126.925545,1153
월세,"1,000",1억,344,B1/4,남서향,37.558704,126.918276,1710
월세,260,"3,000",50,B1/3,남향,37.56207,126.925007,1140
월세,170,"2,000",35,B1/3,북서향,37.562528,126.924938,1161
월세,"1,000",1억,475,B1/4,남서향,37.558704,126.918276,1710
월세,210,"3,000",24,1/1,남향,37.566375,126.920092,879
월세,300,"3,000",67,3/3,북향,37.562925,126.926168,1305
월세,250,"3,000",49,1/2,남서향,37.56297,126.926575,1124
월세,600,"7,000",200,B1/7,남향,37.560966,126.924026,1252
월세,900,1억,263,4/7,남향,37.560966,126.924026,1252
월세,130,"2,000",23,1/4,남향,37.563381,126.926123,1441
월세,220,"3,000",26,1/5,남향,37.561772,126.924972,1140
월세,240,"3,000",47,2/5,남동향,37.561772,126.924972,1140
월세,420,"5,000",42,B1/3,동향,37.56162,126.925672,1176
월세,250,"3,000",55,1/4,,37.562922,126.925313,1319
월세,280,"3,000",55,1/4,동향,37.562922,126.925313,1319
월세,80,"1,000",84,B1/3,서향,37.566555,126.917098,892
월세,190,"3,500",49,1/5,북동향,37.561109,126.920106,919
월세,400,"5,000",80,1/4,동향,37.562554,126.925288,1153
월세,140,"1,500",22,2/3,북서향,37.561976,126.926352,1378
월세,320,"3,000",78,2/3,남향,37.560849,126.924547,1600
월세,470,"6,500",95,B1/3,남동향,37.56485,126.92331,909
월세,320,"5,000",95,2/3,남동향,37.56485,126.92331,909
월세,280,"2,000",33,1/5,북향,37.560154,126.919052,966
월세,100,"1,500",33,B1/3,남향,37.564368,126.917065,871
월세,150,"2,000",56,4/4,북동향,37.562554,126.925288,1153
월세,130,"2,000",16,1/5,남동향,37.560631,126.920559,953
월세,330,"5,000",71,1/3,남향,37.561069,126.924555,1509
월세,230,"3,500",57,3/3,서향,37.56485,126.92331,909
월세,320,"5,000",95,2/3,서향,37.56485,126.92331,909
월세,430,"6,000",95,1/3,서향,37.56485,126.92331,909
월세,150,"1,000",29,1/3,서향,37.561264,126.920281,902
월세,350,"4,000",79,2/3,동향,37.562925,126.926168,1305
월세,80,"1,000",19,3/5,남향,37.564166,126.91916,964
월세,300,"3,000",67,3/3,북동향,37.562925,126.926168,1305
월세,450,"5,000",76,1/5,동향,37.56661,126.918006,1068
월세,170,"3,000",54,4/5,남향,37.565332,126.924241,878
월세,450,"5,000",76,1/5,북동향,37.56661,126.918006,1068
월세,230,"2,700",49,3/3,동향,37.56162,126.925672,1176
월세,260,"3,100",52,2/3,동향,37.56162,126.925672,1176
월세,900,"1억 7,000",81,B1/3,동향,37.56162,126.925672,1176
월세,330,"3,900",36,1/3,동향,37.56162,126.925672,1176
월세,300,"5,000",95,4/5,남향,37.564409,126.921286,1141
월세,520,1억,83,1/5,남향,37.564409,126.921286,1141
월세,270,"3,500",78,B1/4,동향,37.560691,126.924788,1448
월세,150,"2,000",40,4/4,서향,37.563478,126.926251,1444
월세,200,"2,500",33,3/4,남향,37.561169,126.926094,1465
월세,240,"4,000",49,B1/4,북동향,37.562458,126.925371,1153
월세,109,"1,000",36,1/3,동향,37.561578,126.919992,913
월세,450,"5,000",97,1/5,남향,37.55927,126.921056,1876
월세,120,"2,000",26,1/5,북동향,37.560154,126.919052,966
월세,240,"3,000",37,B1/3,,37.561856,126.926786,1019
월세,364,"5,000",256,B1/5,서향,37.564448,126.924022,1179
월세,330,"5,000",71,2/3,동향,37.561069,126.924555,1509
월세,160,"2,000",26,1/5,북서향,37.562355,126.920091,2317
월세,120,"2,000",20,1/5,남동향,37.563944,126.92455,943
월세,90,"2,000",18,4/4,남향,37.561743,126.925266,1238
월세,170,"2,000",49,1/1,남동향,37.559345,126.918507,1268
월세,260,"3,000",66,B1/3,남향,37.56207,126.925007,1140
월세,310,"3,000",66,1/3,남향,37.56207,126.925007,1140
월세,100,"1,500",33,B1/2,남서향,37.564368,126.917065,871
월세,480,"4,000",125,2/5,,37.563392,126.925273,1319
월세,180,"3,000",33,3/4,서향,37.562183,126.924832,1203
월세,180,"3,000",29,2/4,서향,37.562183,126.924832,1203
월세,210,"3,000",28,1/1,남동향,37.566375,126.920092,879
월세,250,"3,000",54,3/4,북동향,37.56634,126.919972,877
월세,250,"3,000",33,B1/4,남향,37.561169,126.926094,1465
월세,120,"2,000",26,1/4,북서향,37.564134,126.926598,1525
월세,390,"5,000",62,1/3,,37.561403,126.924733,1319
월세,100,"1,500",33,B1/3,서향,37.564368,126.917065,871
월세,230,"3,000",36,3/4,,37.56634,126.919972,877
월세,130,"2,000",16,1/5,남동향,37.560631,126.920559,953
월세,170,"2,000",35,B1/4,,37.562528,126.924938,1161
월세,330,"3,900",33,1/3,서향,37.56162,126.925672,1176
월세,170,"2,000",35,B1/3,,37.562528,126.924938,1161
월세,90,"1,000",30,2/3,남서향,37.565727,126.921592,975
월세,350,"5,000",22,1/3,남동향,37.561711,126.924139,1797
월세,290,"3,000",73,1/4,북향,37.563725,126.92614,1399
월세,150,"2,000",21,4/4,남향,37.561169,126.926094,1465
월세,290,"4,000",52,1/3,북향,37.560935,126.924803,1600
월세,300,"5,000",95,4/5,남향,37.564409,126.921286,1141
월세,320,"5,000",99,1/3,남동향,37.564494,126.921422,1096
월세,410,"5,000",115,3/5,남향,37.564409,126.921286,1141
월세,680,1억,115,2/5,남향,37.564409,126.921286,1141
월세,400,"5,000",132,B1/5,남향,37.564409,126.921286,1141
월세,520,1억,83,1/5,남향,37.564409,126.921286,1141
월세,290,"4,000",66,2/4,남서향,37.56044,126.925495,1277
월세,180,"2,000",42,B1/5,,37.561568,126.92616,1139
월세,160,"2,500",24,B1/2,남향,37.562117,126.926043,1140
월세,380,"5,000",78,B1/4,,37.560691,126.924788,1448
월세,230,"3,000",38,3/3,,37.561069,126.924555,1509
월세,90,"1,000",29,B1/4,북동향,37.562748,126.918298,845
월세,250,"3,000",65,1/4,동향,37.564018,126.920283,1702
월세,210,"3,000",28,1/1,북동향,37.566375,126.920092,879
월세,250,"4,000",78,2/4,동향,37.562116,126.925874,1140
월세,130,"1,500",33,2/3,서향,37.561976,126.926352,1378
월세,130,"2,000",36,2/4,,37.562449,126.92466,1533
월세,220,"2,000",39,2/5,남동향,37.56152,126.925741,1176
월세,160,"2,000",26,1/5,북서향,37.562355,126.920091,2317
월세,800,1억,383,4/4,남서향,37.558704,126.918276,1710
월세,"1,000",1억,362,B1/4,남서향,37.558704,126.918276,1710
월세,200,"3,000",29,2/4,서향,37.562183,126.924832,1203
