,Unnamed: 0,tradeTypeName,rentPrc,dealOrWarrantPrc,area2,floorInfo,direction,latitude,longitude,flow_pop,bus_N,parking_N,bicycle_N,subway_N,kor_N,jap_N,west_N,ch_N,bake_N,cafe_N
544,544,월세,50,"1,000",7.3,B1/2,남향,37.565184,126.923483,909,17,1,3,0,20,56,69,23,28,255
545,545,월세,100,"1,500",10.0,B1/2,서향,37.564368,126.917065,871,32,0,5,1,4,6,10,2,13,78
546,546,월세,274,"3,000",11.8,1/2,남향,37.56285,126.926052,1302,12,1,2,0,27,71,98,31,39,240
547,547,월세,130,"3,000",15.1,2/4,,37.562937,126.925977,1302,12,1,2,0,27,71,98,31,39,243
548,548,월세,230,"3,000",15.1,2/4,,37.562937,126.925977,1302,12,1,2,0,27,71,98,31,39,243
549,549,월세,300,"3,000",20.0,3/3,북동향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
550,550,월세,230,"3,000",13.6,1/1,동향,37.566215,126.920623,902,17,0,3,0,2,11,16,2,15,135
551,551,월세,121,"1,500",10.0,1/4,남동향,37.563199,126.926528,1124,10,1,2,0,27,68,89,31,34,230
552,552,월세,130,"2,000",7.9,B1/2,남서향,37.563097,126.925815,1344,12,1,2,0,27,71,96,31,39,243
553,553,월세,200,"3,000",10.3,1/2,남서향,37.560965,126.925299,1136,18,1,5,1,36,76,98,42,44,221
554,554,월세,90,"1,000",25.7,B1/4,북동향,37.563725,126.92614,1399,12,1,2,0,24,68,84,28,34,237
555,555,월세,350,"4,000",10.0,1/4,남향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
556,556,월세,270,"3,000",10.3,2/4,동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
557,557,월세,400,"4,800",24.8,3/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
558,558,월세,180,"1,500",13.9,1/2,남향,37.561586,126.91812,2303,29,0,5,0,8,14,11,10,19,83
559,559,월세,500,"7,000",34.8,1/5,동향,37.565563,126.92397,879,15,0,3,0,15,50,61,20,26,242
560,560,월세,200,"2,000",14.8,1/4,동향,37.560726,126.920469,953,31,1,6,0,37,56,68,33,37,156
561,561,월세,190,"3,500",15.7,1/5,,37.561109,126.920106,919,30,1,6,0,35,44,59,26,37,158
562,562,월세,150,"3,000",12.1,1/4,남향,37.56533,126.92412,902,16,1,3,0,16,55,68,23,26,250
563,563,월세,260,"3,000",20.0,B1/3,남향,37.56207,126.925007,1140,15,1,3,0,33,79,101,36,44,251
564,564,월세,140,"3,000",15.4,1/2,남향,37.565271,126.924641,910,15,1,3,0,19,55,71,23,27,248
565,565,월세,350,"5,000",29.6,2/4,남향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
566,566,월세,243,"3,000",16.0,4/4,북서향,37.560639,126.924758,1448,21,2,4,1,41,76,96,47,46,215
567,567,월세,360,"5,000",23.6,B1/4,북동향,37.560639,126.924758,1448,21,2,4,1,41,76,96,47,46,215
568,568,월세,200,"3,000",15.1,1/6,동향,37.566864,126.917161,1183,16,0,3,1,1,2,7,3,6,47
569,569,월세,160,"2,000",11.8,4/4,북동향,37.562873,126.92542,1338,13,1,2,0,29,74,98,32,41,251
570,570,월세,130,"2,000",11.8,1/4,남서향,37.563381,126.926123,1441,12,1,2,0,27,69,89,31,34,240
571,571,월세,350,"5,000",24.8,1/4,남서향,37.56554,126.923336,907,16,0,3,0,16,47,55,20,25,229
572,572,월세,160,"2,000",11.2,1/5,북동향,37.562355,126.920091,2317,30,1,3,0,29,45,60,23,29,222
573,573,월세,450,"5,000",29.6,1/5,동향,37.55927,126.921055,1876,38,3,8,1,43,55,71,46,37,112
574,574,월세,120,"2,000",6.7,1/4,동향,37.562053,126.921427,1052,23,1,3,0,35,78,103,40,47,284
575,575,월세,270,"3,000",10.9,1/3,남동향,37.561866,126.924503,1359,19,1,4,0,33,79,102,38,44,257
576,576,월세,400,"5,000",52.9,1/4,동향,37.565089,126.923774,902,17,1,3,0,19,58,71,24,29,258
577,577,월세,200,"2,400",10.0,3/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
578,578,월세,150,"1,800",6.4,4/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
579,579,월세,320,"5,000",28.7,2/3,동향,37.56485,126.92331,909,18,1,3,0,21,62,74,24,32,267
580,580,월세,190,"3,500",14.8,1/5,북동향,37.561109,126.920106,919,30,1,6,0,35,44,59,26,37,158
581,581,월세,470,"6,500",28.7,B1/3,동향,37.56485,126.92331,909,18,1,3,0,21,62,74,24,32,267
582,582,월세,250,"4,000",23.3,2/4,남서향,37.562116,126.925874,1140,13,1,3,0,32,77,100,35,40,238
583,583,월세,120,"2,000",6.4,1/5,남동향,37.563944,126.92455,943,15,1,3,0,28,71,90,29,37,266
584,584,월세,120,"2,000",6.4,1/4,동향,37.562053,126.921427,1052,23,1,3,0,35,78,103,40,47,284
585,585,월세,250,"3,000",11.2,B1/4,남동향,37.561169,126.926094,1465,15,1,4,1,35,73,94,38,43,209
586,586,월세,470,"6,500",28.7,B1/3,서향,37.56485,126.92331,909,18,1,3,0,21,62,74,24,32,267
587,587,월세,350,"4,000",24.2,2/3,남서향,37.562925,126.926168,1305,12,1,2,0,27,70,96,31,39,240
588,588,월세,200,"3,000",13.9,2/4,남향,37.562937,126.925977,1302,12,1,2,0,27,71,98,31,39,243
589,589,월세,470,"6,500",28.7,1/3,,37.56485,126.92331,909,18,1,3,0,21,62,74,24,32,267
590,590,월세,700,1억,30.9,1/5,남향,37.563736,126.925642,1506,14,1,2,0,27,71,87,29,35,247
591,591,월세,130,"2,000",13.9,4/4,북서향,37.562257,126.925545,1153,12,1,3,0,32,77,100,35,43,248
592,592,월세,220,"3,000",24.8,2/4,북동향,37.559796,126.921363,1037,36,3,8,1,42,65,82,45,35,150
593,593,월세,250,"3,000",23.0,2/4,,37.562161,126.925222,1156,14,1,3,0,33,79,100,36,44,249
594,594,월세,"1,500",2억,97.7,1/4,남동향,37.561382,126.924111,1514,21,1,5,1,35,80,104,40,46,255
595,595,월세,350,"3,000",34.2,3/4,,37.562161,126.925222,1156,14,1,3,0,33,79,100,36,44,249
596,596,월세,"1,020","1억 2,000",105.0,1/5,북동향,37.564166,126.91916,964,24,0,3,0,5,17,20,5,23,159
597,597,월세,450,"5,000",39.9,1/5,북동향,37.564166,126.91916,964,24,0,3,0,5,17,20,5,23,159
598,598,월세,"1,550","2억 1,000",16.9,3/3,남서향,37.56485,126.92331,909,18,1,3,0,21,62,74,24,32,267
599,599,월세,230,"3,000",21.5,2/3,북향,37.561069,126.924555,1509,20,1,5,1,36,78,102,43,45,240
600,600,월세,150,"3,000",13.0,1/3,남향,37.566314,126.91697,904,20,0,4,1,1,3,9,3,7,53
601,601,월세,260,"4,000",24.5,B1/4,북동향,37.563093,126.925582,1338,13,1,2,0,27,71,97,31,39,246
